iter	Logloss
324	0.6058090185
325	0.6057673803
326	0.6057219358
327	0.6056488394
328	0.6056179558
329	0.6055692314
330	0.6055032161
331	0.6054541854
332	0.6053733719
333	0.6053249123
334	0.6052616795
335	0.6052143683
336	0.6051857433
337	0.605151785
338	0.6051232391
339	0.6050702175
340	0.6050386165
341	0.6049994661
342	0.604939977
343	0.6049014886
344	0.6048717094
345	0.6048159536
346	0.6047926617
347	0.6047497708
348	0.6046768131
349	0.6046404913
350	0.6045953155
351	0.6045423564
352	0.6044888139
353	0.6044425083
354	0.6043999963
355	0.6043780563
356	0.6043064838
357	0.6042617985
358	0.6041796601
359	0.6041185997
360	0.6040474786
361	0.6040217302
362	0.6039912668
363	0.6039680884
364	0.6039442666
365	0.6039049061
366	0.6038535232
367	0.6038253554
368	0.6038027665
369	0.6037401962
370	0.6037013799
371	0.6036484683
372	0.60361864
373	0.6035947709
374	0.6035737644
375	0.6035268271
376	0.6034993283
377	0.6034740805
378	0.6034428143
379	0.6034087757
380	0.6033856517
381	0.6033523533
382	0.6032959932
383	0.6032532116
384	0.6032346786
385	0.6031985362
386	0.6031497683
387	0.6030977101
388	0.6030746548
389	0.603050564
390	0.6030163254
391	0.6029917646
392	0.6029699782
393	0.6029365866
394	0.6029033176
395	0.6028596609
396	0.6028107346
397	0.6027807833
398	0.6027428467
399	0.6027151909
400	0.602678917
401	0.6026204875
402	0.6025917406
403	0.6025501585
404	0.6024922207
405	0.6024586246
406	0.6024360932
407	0.6024101153
408	0.6023761596
409	0.6023529057
410	0.6023139007
411	0.6022873484
412	0.6022350663
413	0.6022167897
414	0.6021920954
415	0.6021626864
416	0.6021237608
417	0.6021129675
418	0.6020554028
419	0.6020313544
420	0.6019996772
421	0.6019765654
422	0.6019271246
423	0.6018725197
424	0.6018441176
425	0.6017976456
426	0.6017728498
427	0.6017394589
428	0.6017025822
429	0.6016753383
430	0.6016354625
431	0.6016097815
432	0.6015696554
433	0.6015355296
434	0.6015143339
435	0.6014740813
436	0.6014554002
437	0.6014172452
438	0.6013886978
439	0.6013685919
440	0.6013339179
441	0.6012975643
442	0.6012724593
443	0.6012203201
444	0.60120621
445	0.6011500289
446	0.6011108901
447	0.601082178
448	0.601012766
449	0.6009756063
450	0.6009445207
451	0.6008936935
452	0.6008534439
453	0.6008398331
454	0.6008034305
455	0.6007660104
456	0.6007416303
457	0.6007231639
458	0.600691347
459	0.6006574936
460	0.6006425785
461	0.6006220519
462	0.600589314
463	0.6005690078
464	0.6005378787
465	0.6004855799
466	0.6004607883
467	0.600448679
468	0.6004037413
469	0.6003615558
470	0.6003267268
471	0.6003032799
472	0.6002641566
473	0.6002409995
474	0.6001990802
475	0.6001739875
476	0.6001567234
477	0.6001351378
478	0.6001123823
479	0.6000723636
480	0.6000605243
481	0.6000271813
482	0.6000019239
483	0.5999649473
484	0.5999393771
485	0.5999070538
486	0.5998861386
487	0.5998529735
488	0.599815707
489	0.5997818289
490	0.599719043
491	0.5996842567
492	0.5996647756
493	0.599640895
494	0.5996183543
495	0.5995974802
496	0.5995801932
497	0.5995565694
498	0.5995305679
499	0.5994854728
