iter	Passed	Remaining
143	2647	6546
144	2670	6538
145	2684	6509
146	2701	6486
147	2729	6491
148	2743	6462
149	2762	6446
150	2773	6410
151	2786	6380
152	2800	6351
153	2828	6354
154	2843	6328
155	2868	6324
156	2882	6296
157	2916	6313
158	2934	6292
159	2967	6305
160	2988	6292
161	3022	6306
162	3044	6293
163	3076	6302
164	3114	6324
165	3138	6314
166	3173	6327
167	3195	6314
168	3230	6327
169	3245	6300
170	3269	6291
171	3283	6262
172	3297	6233
173	3320	6221
174	3335	6194
175	3352	6171
176	3371	6152
177	3385	6123
178	3399	6097
179	3418	6076
180	3433	6050
181	3447	6022
182	3467	6006
183	3484	5984
184	3499	5958
185	3518	5940
186	3532	5912
187	3546	5886
188	3566	5868
189	3579	5840
190	3593	5813
191	3613	5797
192	3627	5769
193	3635	5734
194	3651	5711
195	3668	5689
196	3681	5663
197	3698	5640
198	3719	5625
199	3732	5598
200	3749	5577
201	3766	5556
202	3780	5530
203	3788	5497
204	3806	5477
205	3820	5452
206	3833	5426
207	3851	5407
208	3868	5386
209	3881	5360
210	3898	5339
211	3916	5321
212	3931	5297
213	3947	5275
214	3978	5273
215	4002	5263
216	4018	5241
217	4032	5216
218	4048	5195
219	4065	5174
220	4078	5149
221	4093	5126
222	4114	5111
223	4130	5089
224	4147	5069
225	4166	5051
226	4181	5028
227	4203	5014
228	4220	4994
229	4238	4975
230	4261	4962
231	4285	4950
232	4312	4942
233	4332	4925
234	4356	4912
235	4379	4898
236	4399	4881
237	4421	4866
238	4453	4863
239	4478	4851
240	4496	4832
241	4525	4825
242	4555	4817
243	4580	4806
244	4623	4812
245	4653	4804
246	4679	4793
247	4699	4775
248	4719	4757
249	4745	4745
250	4770	4732
251	4792	4716
252	4815	4701
253	4840	4687
254	4864	4674
255	4884	4655
256	4913	4646
257	4952	4645
258	4977	4631
259	5008	4623
260	5048	4623
261	5097	4630
262	5131	4623
263	5191	4641
264	5251	4657
265	5294	4657
266	5329	4650
267	5354	4635
268	5387	4626
269	5414	4612
270	5439	4596
271	5471	4586
272	5514	4584
273	5537	4567
274	5566	4554
275	5589	4536
276	5624	4527
277	5645	4508
278	5683	4502
279	5711	4487
280	5733	4468
281	5754	4448
282	5775	4428
283	5799	4411
284	5823	4393
285	5860	4384
286	5891	4372
287	5932	4367
288	5957	4349
289	5984	4333
290	6016	4321
291	6038	4301
292	6056	4279
293	6077	4258
294	6101	4239
295	6121	4219
296	6142	4198
297	6164	4178
298	6188	4159
299	6224	4149
300	6253	4134
301	6284	4120
302	6335	4118
303	6415	4136
304	6435	4114
305	6470	4101
306	6502	4087
307	6527	4069
308	6550	4048
309	6573	4028
310	6613	4019
311	6637	3999
312	6707	4007
313	6734	3989
314	6756	3967
315	6779	3947
316	6800	3926
317	6823	3905
318	6851	3887
319	6875	3867
320	6911	3853
321	6933	3832
322	6961	3814
323	6983	3793
324	7009	3774
325	7023	3748
326	7037	3722
327	7061	3703
328	7075	3677
329	7092	3653
330	7114	3632
331	7127	3606
332	7142	3581
333	7163	3560
334	7178	3535
335	7194	3511
336	7217	3491
337	7231	3466
338	7258	3447
339	7273	3422
340	7286	3397
341	7310	3377
342	7326	3353
343	7343	3330
344	7362	3307
345	7375	3282
346	7391	3259
347	7409	3236
348	7423	3212
349	7437	3187
350	7456	3165
351	7470	3141
352	7484	3116
353	7503	3094
354	7518	3070
355	7532	3046
356	7555	3026
357	7570	3002
358	7584	2978
359	7603	2957
360	7621	2934
361	7636	2911
362	7657	2889
363	7677	2868
364	7700	2848
365	7721	2827
366	7742	2805
367	7763	2784
368	7784	2763
369	7806	2742
370	7827	2721
371	7849	2700
372	7877	2682
373	7901	2662
374	7922	2640
375	7942	2619
376	7963	2598
377	7983	2576
378	8005	2555
379	8027	2534
380	8049	2514
381	8071	2493
382	8092	2472
383	8113	2450
384	8134	2429
385	8155	2408
386	8177	2387
387	8197	2366
388	8217	2344
389	8235	2322
390	8255	2301
391	8275	2279
392	8296	2258
393	8318	2238
394	8342	2217
395	8363	2196
396	8384	2175
397	8404	2153
398	8425	2132
399	8444	2111
400	8465	2090
401	8485	2068
402	8504	2046
403	8524	2025
404	8545	2004
405	8563	1982
406	8589	1962
407	8609	1941
408	8632	1920
409	8653	1899
410	8678	1879
411	8705	1859
412	8726	1838
413	8746	1816
414	8767	1795
