iter	Passed	Remaining
168	3854	7548
169	3873	7519
170	3895	7494
171	3915	7467
172	3936	7440
173	3956	7412
174	3975	7383
175	3996	7356
176	4018	7332
177	4038	7306
178	4059	7280
179	4080	7254
180	4100	7227
181	4122	7202
182	4141	7173
183	4161	7146
184	4181	7120
185	4201	7092
186	4222	7067
187	4242	7041
188	4263	7015
189	4283	6989
190	4304	6963
191	4325	6939
192	4346	6914
193	4368	6891
194	4384	6857
195	4404	6831
196	4424	6805
197	4444	6778
198	4464	6752
199	4487	6730
200	4508	6706
201	4529	6682
202	4551	6659
203	4571	6633
204	4587	6601
205	4607	6575
206	4630	6554
207	4652	6530
208	4672	6506
209	4692	6480
210	4713	6455
211	4747	6449
212	4779	6440
213	4813	6432
214	4840	6416
215	4874	6409
216	4912	6406
217	4939	6389
218	4967	6374
219	4995	6357
220	5023	6342
221	5052	6327
222	5080	6310
223	5108	6294
224	5134	6275
225	5158	6254
226	5179	6229
227	5200	6204
228	5220	6177
229	5240	6152
230	5260	6125
231	5280	6100
232	5302	6076
233	5322	6050
234	5342	6023
235	5363	6000
236	5383	5973
237	5402	5947
238	5423	5922
239	5443	5897
240	5469	5877
241	5490	5853
242	5510	5828
243	5532	5805
244	5553	5780
245	5574	5755
246	5595	5731
247	5621	5712
248	5636	5681
249	5656	5656
250	5676	5631
251	5697	5606
252	5717	5581
253	5736	5556
254	5756	5531
255	5777	5506
256	5798	5482
257	5818	5457
258	5838	5432
259	5859	5408
260	5878	5383
261	5899	5358
262	5919	5334
263	5939	5309
264	5960	5285
265	5981	5262
266	6002	5238
267	6025	5215
268	6048	5193
269	6068	5169
270	6088	5145
271	6109	5121
272	6129	5097
273	6150	5072
274	6170	5048
275	6190	5024
276	6220	5007
277	6241	4984
278	6265	4963
279	6287	4940
280	6309	4917
281	6332	4895
282	6354	4872
283	6376	4849
284	6399	4827
285	6421	4804
286	6443	4781
287	6466	4760
288	6490	4738
289	6515	4718
290	6539	4696
291	6567	4678
292	6592	4657
293	6628	4644
294	6649	4621
295	6671	4597
296	6691	4573
297	6713	4550
298	6734	4527
299	6755	4503
300	6776	4479
301	6798	4457
302	6818	4433
303	6841	4411
304	6863	4388
305	6883	4364
306	6905	4340
307	6925	4317
308	6947	4294
309	6969	4271
310	6993	4250
311	7015	4227
312	7039	4205
313	7060	4182
314	7083	4159
315	7111	4140
316	7132	4117
317	7154	4094
318	7176	4071
319	7199	4049
320	7220	4026
321	7241	4003
322	7262	3979
323	7283	3956
324	7304	3933
325	7326	3910
326	7349	3888
327	7369	3864
328	7391	3841
329	7412	3818
330	7434	3796
331	7456	3773
332	7478	3750
333	7502	3728
334	7525	3706
335	7553	3686
336	7574	3663
337	7596	3640
338	7621	3619
339	7647	3598
340	7668	3575
341	7692	3553
342	7715	3531
343	7736	3508
344	7756	3485
345	7778	3462
346	7801	3439
347	7821	3416
348	7842	3393
349	7863	3370
350	7884	3347
351	7906	3324
352	7927	3301
353	7949	3278
354	7970	3255
355	7990	3232
356	8013	3209
357	8035	3187
358	8056	3164
359	8077	3141
360	8097	3117
361	8117	3094
362	8140	3072
363	8161	3049
364	8182	3026
365	8205	3004
366	8225	2980
367	8247	2958
368	8267	2935
369	8293	2914
370	8319	2892
371	8342	2870
372	8364	2847
373	8384	2824
374	8406	2802
375	8426	2778
376	8451	2757
377	8479	2736
378	8500	2713
379	8522	2691
380	8544	2668
381	8564	2645
382	8591	2624
383	8613	2602
384	8634	2578
385	8654	2555
386	8675	2533
387	8696	2510
388	8717	2487
389	8736	2464
390	8757	2441
391	8778	2418
392	8800	2395
393	8821	2373
394	8842	2350
395	8863	2327
396	8884	2305
397	8905	2282
398	8925	2259
399	8946	2236
400	8966	2213
401	8987	2190
402	9008	2168
403	9029	2145
404	9048	2122
405	9068	2099
406	9089	2076
407	9110	2054
408	9131	2031
409	9151	2008
410	9172	1986
411	9200	1965
412	9221	1942
413	9240	1919
414	9260	1896
415	9282	1874
416	9305	1852
417	9327	1829
418	9347	1807
419	9367	1784
420	9387	1761
421	9422	1741
422	9443	1719
423	9466	1696
424	9486	1674
425	9508	1651
426	9531	1629
427	9551	1606
428	9573	1584
429	9595	1562
430	9617	1539
431	9637	1516
432	9658	1494
433	9680	1472
434	9700	1449
435	9722	1427
436	9744	1404
437	9765	1382
438	9787	1359
439	9808	1337
440	9829	1315
441	9851	1292
442	9872	1270
443	9892	1247
444	9915	1225
445	9935	1202
446	9955	1180
447	9977	1158
448	9998	1135
449	10018	1113
450	10038	1090
451	10059	1068
452	10080	1045
453	10102	1023
454	10123	1001
455	10144	978
456	10165	956
457	10186	934
458	10206	911
459	10227	889
460	10246	866
461	10267	844
462	10289	822
463	10314	800
464	10335	777
465	10356	755
466	10377	733
467	10401	711
468	10423	688
469	10443	666
470	10464	644
471	10485	622
472	10506	599
473	10527	577
474	10547	555
475	10569	532
476	10590	510
477	10611	488
478	10631	466
479	10652	443
480	10673	421
481	10693	399
482	10714	377
483	10734	354
484	10755	332
485	10777	310
486	10800	288
487	10822	266
488	10844	243
489	10864	221
490	10884	199
491	10907	177
492	10927	155
493	10948	132
494	10971	110
495	10995	88
496	11016	66
497	11037	44
498	11057	22
499	11078	0
