iter	Passed	Remaining
381	10086	3115
382	10122	3092
383	10144	3064
384	10178	3040
385	10199	3012
386	10228	2986
387	10268	2964
388	10287	2935
389	10320	2910
390	10341	2882
391	10382	2860
392	10425	2838
393	10444	2810
394	10481	2786
395	10522	2763
396	10566	2741
397	10589	2713
398	10630	2690
399	10669	2667
400	10734	2650
401	10767	2624
402	11016	2651
403	11073	2631
404	11109	2605
405	11167	2585
406	11214	2562
407	11268	2540
408	11319	2518
409	11372	2496
410	11414	2471
411	11450	2445
412	11474	2417
413	11595	2408
414	11621	2380
415	11655	2353
416	11703	2329
417	11751	2305
418	11779	2277
419	11802	2248
420	11819	2217
421	11839	2188
422	11857	2158
423	11878	2129
424	11895	2099
425	11911	2069
426	11931	2039
427	11948	2010
428	11964	1980
429	11986	1951
430	12008	1922
431	12026	1892
432	12060	1866
433	12102	1840
434	12140	1814
435	12163	1785
436	12197	1758
437	12227	1730
438	12256	1703
439	12294	1676
440	12316	1647
441	12350	1620
442	12385	1593
443	12407	1564
444	12433	1536
445	12454	1507
446	12491	1481
447	12512	1452
448	12550	1425
449	12588	1398
450	12610	1370
451	12643	1342
452	12661	1313
453	12691	1285
454	12711	1257
455	12746	1229
456	12783	1202
457	12803	1174
458	12837	1146
459	12858	1118
460	12889	1090
461	12912	1062
462	12941	1034
463	12963	1005
464	12993	977
465	13025	950
466	13049	922
467	13085	894
468	13107	866
469	13146	839
470	13183	811
471	13204	783
472	13236	755
473	13256	727
474	13287	699
475	13309	671
476	13340	643
477	13360	614
478	13392	587
479	13416	559
480	13444	531
481	13467	502
482	13493	474
483	13529	447
484	13548	419
485	13583	391
486	13605	363
487	13645	335
488	13683	307
489	13704	279
490	13743	251
491	13779	224
492	13800	195
493	13837	168
494	13859	139
495	13899	112
496	13939	84
497	13965	56
498	14001	28
499	14037	0
