iter	Logloss
0	0.6874157177
1	0.6822238586
2	0.6772606174
3	0.673719386
4	0.6702016238
5	0.6668683356
6	0.6630380074
7	0.6601681714
8	0.6570603683
9	0.6542516584
10	0.6518917451
11	0.6498343103
12	0.6477373521
13	0.6454677543
14	0.6437897813
15	0.6420281942
16	0.6402835552
17	0.6388603169
18	0.6376473429
19	0.6363436171
20	0.6353014164
21	0.6342774439
22	0.6335761822
23	0.6329068329
24	0.6319785049
25	0.6311971693
26	0.6305830839
27	0.6300058258
28	0.6293315764
29	0.6286113802
30	0.6280067955
31	0.6274542473
32	0.6268049597
33	0.6263829368
34	0.6258931015
35	0.6254208926
36	0.6250651538
37	0.6246306926
38	0.6241957458
39	0.6237842226
40	0.6233406514
41	0.6230130438
42	0.6227051297
43	0.6224098065
44	0.622220115
45	0.6220098741
46	0.6216658481
47	0.6215092746
48	0.6212112804
49	0.6208104021
50	0.6206344786
51	0.6203986006
52	0.6201574033
53	0.6199109045
54	0.6197919021
55	0.6195255691
56	0.6192973412
57	0.6192126479
58	0.6189933592
59	0.6187261847
60	0.6185382217
61	0.6182663536
62	0.6181068188
63	0.618000206
64	0.6178424629
65	0.6176657986
66	0.6175242747
67	0.6173318537
68	0.6172357874
69	0.6170021627
70	0.6169094109
71	0.6167500988
72	0.6165691593
73	0.6164620333
74	0.6162659763
75	0.6160779953
76	0.6160035501
77	0.6159393815
78	0.6158702635
79	0.6157149226
80	0.6156613135
81	0.6155547476
82	0.615448477
83	0.615368085
84	0.6152244169
85	0.6151246566
86	0.6150373099
87	0.6149201188
88	0.6147642157
89	0.6146737248
90	0.6145699585
91	0.6144101757
92	0.6143569755
93	0.6142904552
94	0.6141733455
95	0.6141064523
96	0.6140550965
97	0.6139629704
98	0.6139077703
99	0.6138709603
100	0.6138120216
101	0.6137529003
102	0.6137040677
103	0.6136327122
104	0.6135316773
105	0.6134594841
106	0.6134300597
107	0.6133856446
108	0.6133346996
109	0.6132751708
110	0.6132443652
111	0.6131773202
112	0.6130975651
113	0.6130568087
114	0.613044063
115	0.6129887369
116	0.6129334303
117	0.6128976525
118	0.6127972511
119	0.6127588726
120	0.6126631854
121	0.6125936255
122	0.6125448058
123	0.6125079194
124	0.6124314044
125	0.6124076213
126	0.6123105645
127	0.6122736616
128	0.612192718
129	0.6121728231
130	0.6121037779
131	0.612076133
132	0.6119797745
133	0.6119498722
134	0.6119332552
135	0.6118372799
136	0.6117924923
137	0.6117744878
138	0.6117298212
139	0.6116915632
140	0.6116478261
141	0.6116163954
142	0.6115965856
143	0.6115682822
144	0.6115198815
145	0.611443894
146	0.6113501351
147	0.6113155683
148	0.6112867611
149	0.6112447579
150	0.6112328518
151	0.6112103756
152	0.6111750098
153	0.6111467411
154	0.6111104964
155	0.6110806454
156	0.6110091879
157	0.6109714989
158	0.6109242977
159	0.6108474673
160	0.6108325243
161	0.6107864893
162	0.6107653179
163	0.610724455
164	0.6106848397
165	0.6106533041
166	0.6106042252
167	0.6105454842
168	0.6105275469
169	0.6104672801
170	0.6104400347
171	0.6103904639
172	0.610367219
173	0.6103221456
174	0.6102994461
175	0.6102466804
176	0.6102109614
177	0.6101828441
178	0.6101371654
179	0.6101187318
180	0.6100789236
181	0.6100463412
182	0.6100127433
183	0.6099731291
184	0.609957874
185	0.6099320268
186	0.6098849904
187	0.6098507992
188	0.6098338548
189	0.6098243092
190	0.6097743668
191	0.6097159624
192	0.6096814224
193	0.6096736606
194	0.6096443366
195	0.6096323495
196	0.6096112275
197	0.6095800449
198	0.6095516675
199	0.6095466255
200	0.6095256525
201	0.6094699222
202	0.6094583547
203	0.6094329425
204	0.6094243402
205	0.6094073913
206	0.6093795344
207	0.609316766
208	0.6092758837
209	0.6092425824
210	0.6091939345
211	0.6091575903
212	0.6091345426
213	0.6091244816
214	0.6090986584
215	0.6090794463
216	0.6090419851
217	0.6090136353
218	0.6089545312
219	0.608936963
220	0.6089299077
221	0.6089084913
222	0.6088770111
223	0.6088338124
224	0.6087988746
225	0.6086564116
226	0.6086209539
227	0.6085590285
228	0.6085384969
229	0.6085069246
230	0.6084954554
231	0.6084709189
232	0.6084361075
233	0.6084057079
234	0.6083026767
235	0.6082887123
236	0.608281053
237	0.6081992338
238	0.6081673973
