iter	Logloss
0	0.6868184209
1	0.6816561314
2	0.676920767
3	0.6733852548
4	0.6699408945
5	0.666568544
6	0.6628276624
7	0.6606279432
8	0.6575634961
9	0.6548192622
10	0.65235283
11	0.6502491847
12	0.6479429264
13	0.6456983567
14	0.6439481672
15	0.6421953695
16	0.6406344608
17	0.6392084126
18	0.6379791813
19	0.6365983696
20	0.6355420739
21	0.6345571109
22	0.6338931596
23	0.6331634614
24	0.6321708516
25	0.631380781
26	0.6307631427
27	0.6300970256
28	0.6293987018
29	0.6286769244
30	0.6280525676
31	0.6274791909
32	0.626902624
33	0.6264118166
34	0.6259231863
35	0.6253122628
36	0.6249193625
37	0.6244787173
38	0.6239968816
39	0.6236096325
40	0.6230862675
41	0.6227343687
42	0.6224248927
43	0.6222032718
44	0.6220183633
45	0.6218109379
46	0.6214718663
47	0.6213370078
48	0.6210319386
49	0.6206391109
50	0.6204088463
51	0.6201682475
52	0.619925068
53	0.6196806064
54	0.6195674916
55	0.6193241554
56	0.6191083505
57	0.6189878474
58	0.6187742045
59	0.6185151962
60	0.6183225476
61	0.6180324784
62	0.6178543036
63	0.6177610777
64	0.6176315822
65	0.6174403228
66	0.6172744776
67	0.6170962339
68	0.6169946604
69	0.616750347
70	0.6166642185
71	0.6165651677
72	0.6163923518
73	0.6162949172
74	0.6160896199
75	0.6159596178
76	0.6158779459
77	0.6157855165
78	0.6157095854
79	0.6155144087
80	0.6154658043
81	0.6153628077
82	0.6152697059
83	0.6151952542
84	0.6150499614
85	0.6149387991
86	0.6148610436
87	0.6147424959
88	0.6145775564
89	0.6144764135
90	0.6143589534
91	0.614195806
92	0.6141432141
93	0.614080691
94	0.6139637288
95	0.6138881583
96	0.6138426539
97	0.6137378774
98	0.6136872309
99	0.6136479975
100	0.6135821801
101	0.613516087
102	0.6134679334
103	0.6133422373
104	0.6132464862
105	0.6131369854
106	0.6131077675
107	0.6130555939
108	0.613010517
109	0.6129448996
110	0.6129185094
111	0.6128466788
112	0.6127694216
113	0.6127340906
114	0.6127168709
115	0.6126511493
116	0.6125995521
117	0.6125531726
118	0.6124565928
119	0.6124184523
120	0.6123195331
121	0.6122589452
122	0.6122117442
123	0.6121788605
124	0.6120956076
125	0.6120769009
126	0.6119720977
127	0.6119426761
128	0.6118596902
129	0.6118373928
130	0.6117798162
131	0.6117525929
132	0.6116583595
133	0.6116317863
134	0.6116027249
135	0.6115030221
136	0.611466507
137	0.6114432083
138	0.6113956535
139	0.6113581761
140	0.6113150704
141	0.6112852685
142	0.6112640913
143	0.6112436038
144	0.6112013967
145	0.6111488443
146	0.6110720911
147	0.6110456122
148	0.610996835
149	0.6109592492
150	0.6109377709
151	0.6109179815
152	0.6108829728
153	0.6108545051
154	0.6108297356
155	0.6107971802
156	0.6107244425
157	0.6106865384
158	0.610646544
159	0.6105931141
160	0.6105766052
161	0.610529801
162	0.6105034956
163	0.6104679258
164	0.6104293773
165	0.6103988356
166	0.6103677103
167	0.6103115388
168	0.610299646
169	0.6102375337
170	0.6102111897
171	0.6101658107
172	0.610137081
173	0.6101089744
174	0.6100922636
175	0.6100264228
176	0.6099897644
177	0.6099650299
178	0.6099240297
179	0.6099034165
180	0.609859223
181	0.6098386138
182	0.6098105445
183	0.6097688176
184	0.60976153
185	0.6097338911
186	0.6096921982
187	0.6096506474
188	0.609628238
189	0.6096148961
190	0.6095627933
191	0.6094880912
192	0.6094582473
193	0.6094529622
194	0.6094142
195	0.6094000127
196	0.6093725991
197	0.6093445
198	0.60931372
199	0.6093105647
200	0.6092843447
201	0.6092144656
202	0.609200153
203	0.609168913
204	0.6091624349
205	0.6091390451
206	0.6091072652
207	0.6090599694
208	0.6090176001
209	0.6089838579
210	0.6089323642
211	0.6088999903
212	0.608881952
213	0.6088705371
214	0.6088469785
215	0.6088359451
216	0.6087984182
217	0.6087669235
218	0.6087316738
219	0.6087131764
220	0.6086908087
221	0.6086552637
222	0.6086181299
223	0.608579653
224	0.608507959
225	0.608411999
226	0.60837874
227	0.6083223707
228	0.6083048087
229	0.6082792123
230	0.6082639249
231	0.6082490692
232	0.6082058612
233	0.608170515
234	0.6080494707
235	0.6080387774
236	0.6080283551
237	0.6079851081
238	0.6079546656
239	0.6078562792
240	0.6078254984
241	0.6077915765
242	0.6077679128
243	0.6077317379
244	0.6077092692
245	0.6076459196
246	0.6076177235
247	0.607600387
248	0.6075388198
249	0.6075067911
250	0.607484342
251	0.6074451721
252	0.607399728
253	0.6072923126
254	0.6071896658
255	0.6071496309
256	0.6070845767
257	0.6070595286
258	0.6069910438
259	0.6069639819
260	0.6068833815
261	0.6068602433
262	0.6067618666
263	0.6067111894
264	0.6066627276
265	0.6066171606
266	0.6065642502
267	0.606488329
268	0.6063910335
269	0.6063582642
270	0.606309768
271	0.6061882913
272	0.6061029311
273	0.6060482494
274	0.6060246909
275	0.6059815876
276	0.6059321279
277	0.6058482497
278	0.6057649411
279	0.6056817857
280	0.6055794874
281	0.6055131294
282	0.6054742339
283	0.6054231204
284	0.6053131854
285	0.6052173488
286	0.6051330117
287	0.6050749804
288	0.6049866264
289	0.6049779795
290	0.604862023
291	0.6047537873
292	0.6046813859
293	0.6045874993
294	0.604528904
295	0.6044066512
296	0.6043571581
297	0.6043034622
298	0.6042387235
299	0.6042014963
300	0.6041612354
301	0.6040924557
302	0.6040291273
303	0.6039723928
304	0.6039160969
305	0.6038550536
306	0.6037728057
307	0.6037019959
308	0.6036411074
309	0.6035918579
310	0.6035130945
311	0.6034574589
312	0.6034108489
313	0.603340034
314	0.6032562316
315	0.6031760783
316	0.6031181813
317	0.6030818407
318	0.6030116207
319	0.6029226575
320	0.6028580634
321	0.6027823215
322	0.6026848402
323	0.6025849016
324	0.6025693519
325	0.6024562388
326	0.6023853899
327	0.6023331758
328	0.6022359979
329	0.6021923527
330	0.6021521969
331	0.6021046306
332	0.6020774681
333	0.6020069209
334	0.6019869942
335	0.6019479188
336	0.6018883161
337	0.6018533909
338	0.601796832
339	0.6017014714
340	0.6016547797
341	0.601593098
342	0.6015225914
343	0.6014345676
344	0.6013912671
345	0.6013522241
346	0.6012818498
347	0.6012218389
348	0.6011904146
349	0.6011617003
350	0.6011161559
351	0.6010921977
352	0.6010632444
353	0.6010208875
354	0.6009611702
355	0.600927145
356	0.6008684775
357	0.6008322789
358	0.6007515797
359	0.6006699542
360	0.6005683066
361	0.6005303488
362	0.600431165
363	0.6003919403
364	0.6003312832
365	0.6002814602
366	0.6002296472
367	0.6001861717
368	0.6001291945
369	0.6000281705
370	0.5999654703
371	0.5999065948
372	0.5998612953
373	0.5998233694
374	0.5997352309
375	0.5997038337
376	0.5996497721
377	0.5996043728
378	0.5995350347
379	0.5994920041
380	0.599425167
381	0.5993814026
382	0.5993567058
383	0.5993387577
384	0.599281742
385	0.5992241116
386	0.599184508
387	0.5991421217
388	0.5991178628
389	0.5990575613
390	0.5990205053
391	0.5989778426
392	0.5989311867
393	0.59891495
394	0.5988919749
395	0.5988232124
396	0.5987857042
397	0.5987330288
398	0.5987007253
399	0.5986712795
400	0.5986576674
401	0.5985908188
402	0.5985732731
403	0.5985532778
404	0.5985330935
405	0.5985199347
406	0.5984758393
407	0.5983942064
408	0.5983481324
409	0.5983228138
410	0.5983130344
411	0.5982871189
412	0.5981997196
413	0.5981786821
414	0.598111936
415	0.5980697965
416	0.5980278777
417	0.5979961512
418	0.5979355868
419	0.5979069471
420	0.5978522519
421	0.5978193324
422	0.597760126
423	0.597716659
424	0.5976953912
425	0.5976370252
426	0.597587169
427	0.5975628513
428	0.5975268482
429	0.5974883081
430	0.5974601776
431	0.5974142504
432	0.5973701893
433	0.5973482595
434	0.5973278209
435	0.597257253
436	0.5972353776
437	0.597215329
438	0.5971369862
439	0.5970965514
440	0.5970099551
441	0.5969347662
442	0.5968826618
443	0.5968621003
444	0.5968424936
445	0.5967814405
446	0.5967511422
447	0.5967014259
448	0.5966471058
449	0.5965995032
450	0.5965532778
451	0.5965077313
452	0.5964952899
453	0.5964651794
454	0.5964256604
455	0.5963733443
456	0.5963651698
457	0.5962952448
458	0.5962222753
459	0.5961671909
460	0.5960968178
461	0.59605427
462	0.5960469817
463	0.5960163002
464	0.595977474
465	0.59593051
466	0.5959068054
467	0.5958815675
468	0.5958454131
469	0.5958012532
470	0.5957697912
471	0.5957118007
472	0.5956908479
473	0.5956697599
474	0.5956383164
475	0.5956133912
476	0.5955710505
477	0.5955276541
478	0.5954862731
479	0.5954615583
480	0.5954337275
481	0.5953958667
482	0.5953873399
483	0.5953612335
484	0.5953184675
485	0.5952725276
486	0.5952462461
487	0.5951969867
488	0.5951392211
489	0.5951005332
490	0.5950498347
491	0.5950101016
492	0.5949738634
493	0.5949121417
494	0.5948349393
495	0.5948024656
496	0.5947574896
497	0.5947311933
498	0.5947117775
499	0.5947072711
