iter	Logloss
216	0.608243724
217	0.6082152298
218	0.6081835888
219	0.6081743209
220	0.6081488294
221	0.6081103799
222	0.6080927646
223	0.6080625468
224	0.6080445387
225	0.6080144328
226	0.607994001
227	0.6079544153
228	0.6078731016
229	0.6078076259
230	0.6077339325
231	0.6076961741
232	0.6076827963
233	0.6076622287
234	0.607617316
235	0.6076054926
236	0.6075514805
237	0.6075331454
238	0.6075164237
239	0.6074424087
240	0.6073694172
241	0.6073085622
242	0.6072864192
243	0.6072252173
244	0.6072111393
245	0.607176629
246	0.6071106475
247	0.6070941183
248	0.6070189728
249	0.6069322437
250	0.606888312
251	0.6068399389
252	0.6068215523
253	0.606781113
254	0.6067196372
255	0.6066635075
256	0.6066252424
257	0.6065646043
258	0.6064877799
259	0.6064265847
260	0.6063812966
261	0.6063510422
262	0.6063228903
263	0.6062530461
264	0.6061482841
265	0.6061103235
266	0.6060449974
267	0.6059595904
268	0.6059195643
269	0.6058258884
270	0.6057827006
271	0.6057551191
272	0.6056933271
273	0.6056006948
274	0.6055708543
275	0.6055286499
276	0.605498487
277	0.6054286669
278	0.6053255633
279	0.6052593851
280	0.605150911
281	0.6050595784
282	0.6050043159
283	0.6049576622
284	0.6048547209
285	0.6047664177
286	0.6046990151
287	0.604612204
288	0.6045665878
289	0.6044736603
290	0.6043682896
291	0.604319015
292	0.6042383128
293	0.6042056459
294	0.6040895393
295	0.6039750449
296	0.603928055
297	0.6038460507
298	0.6037732465
299	0.6037059345
300	0.6036157941
301	0.6036153936
302	0.6035778829
303	0.6034774536
304	0.6033962829
305	0.6033410853
306	0.6032491681
307	0.6032070507
308	0.6031224731
309	0.6030360265
310	0.6029434065
311	0.6028163676
312	0.6027467866
313	0.6026447709
314	0.6025544401
315	0.60252274
316	0.60248702
317	0.6024643165
318	0.6023501887
319	0.6022868451
320	0.6022074453
321	0.6021117476
322	0.6020149043
323	0.6019573067
324	0.6019274931
325	0.6018309512
326	0.6017277516
327	0.6016826834
328	0.6015978142
329	0.6015492517
330	0.6014614905
331	0.6013994744
332	0.6013221229
333	0.6012661103
334	0.6011846251
335	0.6011057478
336	0.6010477743
337	0.600998475
338	0.6009548541
339	0.6009088457
340	0.6008707144
341	0.6008333032
342	0.6007928259
343	0.6007723132
344	0.6007401309
345	0.6007044969
346	0.6006326646
347	0.6006111625
348	0.6005723346
349	0.6005044037
350	0.6004339056
351	0.6003560813
352	0.6002919028
353	0.6002722857
354	0.6002124991
355	0.6001578216
356	0.6000994675
357	0.6000968741
358	0.6000021083
359	0.5999501256
360	0.5998677632
361	0.5998152956
362	0.5997358187
363	0.5996440321
364	0.5995984653
365	0.5995176842
366	0.5994556845
367	0.5994071094
368	0.5993790609
369	0.5993388968
370	0.5992386728
371	0.5991877899
372	0.5991460678
373	0.5991053679
374	0.5990264576
375	0.5989939096
376	0.5989245956
377	0.5988824043
378	0.5988541258
379	0.5987968109
380	0.5987302777
381	0.5986961019
382	0.5986415612
383	0.5985703872
384	0.5985173208
385	0.598468155
386	0.5984372247
387	0.5984337017
388	0.5983898601
389	0.5983267543
390	0.5983197192
391	0.5983002784
392	0.5982809741
393	0.5982277442
394	0.5981720713
395	0.5981357062
396	0.5981028608
397	0.5980198522
398	0.5979837137
399	0.5979469385
400	0.5978900764
401	0.597863469
402	0.5978244194
403	0.5977999336
404	0.5977871451
405	0.5977380773
406	0.5976749863
407	0.597619205
